State,Trade_Type,Domestic_Mode,Unit,Year,Units_Within,Units_In,Units_Out
Missouri,Domestic Only,Pipeline,million U.S. dollars (2017 constant $),2012,1.324524,9769.977448,5163.768006
Missouri,Domestic Only,Rail,million U.S. dollars (2017 constant $),2012,1094.078277,6851.380931,5101.948516
Missouri,Domestic Only,Truck,million U.S. dollars (2017 constant $),2012,96984.03219,114536.5883,103125.0893
Missouri,Domestic Only,Water,million U.S. dollars (2017 constant $),2012,167.945467,4371.510283,1326.640074
Missouri,Export,Air (include truck-air),million U.S. dollars (2017 constant $),2012,4.182149,54.55273,2655.353185
Missouri,Export,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0,0,1058.702985
Missouri,Export,Other and unknown,million U.S. dollars (2017 constant $),2012,58.952868,47.18234,243.823375
Missouri,Export,Rail,million U.S. dollars (2017 constant $),2012,0,0,3874.870662
Missouri,Export,Truck,million U.S. dollars (2017 constant $),2012,6.110476,0.079163,7117.880709
Missouri,Export,Water,million U.S. dollars (2017 constant $),2012,0,0,15.177519
Missouri,Import,Air (include truck-air),million U.S. dollars (2017 constant $),2012,269.703973,1445.34928,585.928971
Missouri,Import,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0,6265.561465,0
Missouri,Import,Other and unknown,million U.S. dollars (2017 constant $),2012,148.466669,37.483524,98.634775
Missouri,Import,Pipeline,million U.S. dollars (2017 constant $),2012,0,48.307674,0
Missouri,Import,Rail,million U.S. dollars (2017 constant $),2012,0,2067.79853,0
Missouri,Import,Truck,million U.S. dollars (2017 constant $),2012,418.518966,5077.144598,100.100033
Missouri,Import,Water,million U.S. dollars (2017 constant $),2012,0,128.541146,0
Montana,Domestic Only,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0,101.806969,752.591234
Montana,Domestic Only,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,600.238601,6938.426411,1908.750562
Montana,Domestic Only,Pipeline,million U.S. dollars (2017 constant $),2012,2893.750972,1057.166753,3887.925524
Montana,Domestic Only,Rail,million U.S. dollars (2017 constant $),2012,502.069922,1620.704008,2413.13905
Montana,Domestic Only,Truck,million U.S. dollars (2017 constant $),2012,11799.78558,15920.04132,7585.274925
Montana,Export,Air (include truck-air),million U.S. dollars (2017 constant $),2012,4.677698,70.943319,318.579578
Montana,Export,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0,7.520963,214.802664
Montana,Export,Other and unknown,million U.S. dollars (2017 constant $),2012,0.073679,35.518852,1.121509
Montana,Export,Pipeline,million U.S. dollars (2017 constant $),2012,0,7.936862,0.346367
Montana,Export,Rail,million U.S. dollars (2017 constant $),2012,74.664202,1006.525172,282.757194
Montana,Export,Truck,million U.S. dollars (2017 constant $),2012,361.307508,11755.16529,324.874196
Montana,Import,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0,73.32344,9.149384
Montana,Import,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0.027038,158.943794,1.386911
Montana,Import,Other and unknown,million U.S. dollars (2017 constant $),2012,2.052783,4.624789,96.908811
Montana,Import,Pipeline,million U.S. dollars (2017 constant $),2012,3692.593302,206.950114,1974.245082
Montana,Import,Rail,million U.S. dollars (2017 constant $),2012,68.86356,184.447849,1206.532166
Montana,Import,Truck,million U.S. dollars (2017 constant $),2012,467.744971,198.178321,4119.966251
Nebraska,Domestic Only,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0,458.523957,77.168625
Nebraska,Domestic Only,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,2146.355678,9135.465807,7702.747004
Nebraska,Domestic Only,Pipeline,million U.S. dollars (2017 constant $),2012,5.751028,8175.786982,8659.725171
Nebraska,Domestic Only,Rail,million U.S. dollars (2017 constant $),2012,3061.519312,2208.618333,8351.903737
Nebraska,Domestic Only,Truck,million U.S. dollars (2017 constant $),2012,49222.71573,59220.60282,48893.53349
Nebraska,Export,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0.162012,3.105268,617.986869
Nebraska,Export,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0,0,509.281928
Nebraska,Export,Other and unknown,million U.S. dollars (2017 constant $),2012,0,0,4.158155
Nebraska,Export,Pipeline,million U.S. dollars (2017 constant $),2012,0,0,162.245849
Nebraska,Export,Rail,million U.S. dollars (2017 constant $),2012,0,0,1920.141641
Nebraska,Export,Truck,million U.S. dollars (2017 constant $),2012,0.194207,0,4128.776212
Nebraska,Export,Water,million U.S. dollars (2017 constant $),2012,0,0,0.142753
Nebraska,Import,Air (include truck-air),million U.S. dollars (2017 constant $),2012,5.076601,327.701914,26.47124
Nebraska,Import,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0,1323.323154,0
Nebraska,Import,Other and unknown,million U.S. dollars (2017 constant $),2012,1.646222,89.849033,54.393333
Nebraska,Import,Pipeline,million U.S. dollars (2017 constant $),2012,0,18.77353,0
Nebraska,Import,Rail,million U.S. dollars (2017 constant $),2012,0,921.205771,0
Nebraska,Import,Truck,million U.S. dollars (2017 constant $),2012,24.602781,894.690424,0.008727
Nebraska,Import,Water,million U.S. dollars (2017 constant $),2012,0,0.000146,0
Nevada,Domestic Only,Air (include truck-air),million U.S. dollars (2017 constant $),2012,7.553845,1370.464005,535.548583
Nevada,Domestic Only,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,1358.22934,15642.55394,12638.96602
Nevada,Domestic Only,Pipeline,million U.S. dollars (2017 constant $),2012,0.234349,4811.025818,3564.438613
Nevada,Domestic Only,Rail,million U.S. dollars (2017 constant $),2012,13.748229,643.337155,98.730159
Nevada,Domestic Only,Truck,million U.S. dollars (2017 constant $),2012,21025.59677,44371.36792,32819.78084
Nevada,Export,Air (include truck-air),million U.S. dollars (2017 constant $),2012,32.150418,336.614752,7874.765664
Nevada,Export,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0,0,177.299301
Nevada,Export,Other and unknown,million U.S. dollars (2017 constant $),2012,0.003669,0.018755,10.982235
Nevada,Export,Pipeline,million U.S. dollars (2017 constant $),2012,0,0,243.086231
Nevada,Export,Rail,million U.S. dollars (2017 constant $),2012,0,0,479.479952
Nevada,Export,Truck,million U.S. dollars (2017 constant $),2012,36.533876,0.12851,2031.505288
Nevada,Import,Air (include truck-air),million U.S. dollars (2017 constant $),2012,3.053692,2922.062666,31.844057
Nevada,Import,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0.001388,771.443995,0
Nevada,Import,Other and unknown,million U.S. dollars (2017 constant $),2012,7.503597,39.372387,1.339099
Nevada,Import,Rail,million U.S. dollars (2017 constant $),2012,0,417.801382,0
Nevada,Import,Truck,million U.S. dollars (2017 constant $),2012,76.09118,3976.858817,0
New Hampshire,Domestic Only,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0,477.749227,545.766718
New Hampshire,Domestic Only,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,664.385387,8112.898254,7364.667928
New Hampshire,Domestic Only,Pipeline,million U.S. dollars (2017 constant $),2012,0.002742,529.67182,391.287815
New Hampshire,Domestic Only,Rail,million U.S. dollars (2017 constant $),2012,0.024177,84.134001,0
New Hampshire,Domestic Only,Truck,million U.S. dollars (2017 constant $),2012,12024.99625,33375.11633,18773.86714
New Hampshire,Export,Air (include truck-air),million U.S. dollars (2017 constant $),2012,4.708177,15.701269,1509.915985
New Hampshire,Export,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0.03943,6.196793,119.46242
New Hampshire,Export,Other and unknown,million U.S. dollars (2017 constant $),2012,0,0,5.084658
New Hampshire,Export,Pipeline,million U.S. dollars (2017 constant $),2012,0,0,5.934631
New Hampshire,Export,Rail,million U.S. dollars (2017 constant $),2012,10.248648,45.426398,86.639458
New Hampshire,Export,Truck,million U.S. dollars (2017 constant $),2012,109.373926,0.010648,1332.360121
New Hampshire,Export,Water,million U.S. dollars (2017 constant $),2012,65.626634,101.281333,415.709175
New Hampshire,Import,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0,858.239065,0
New Hampshire,Import,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,14.335463,808.111008,30.12625
New Hampshire,Import,Other and unknown,million U.S. dollars (2017 constant $),2012,0.043404,34.012153,0
New Hampshire,Import,Pipeline,million U.S. dollars (2017 constant $),2012,0,6.662148,0
New Hampshire,Import,Rail,million U.S. dollars (2017 constant $),2012,41.260326,712.759343,0.594495
New Hampshire,Import,Truck,million U.S. dollars (2017 constant $),2012,377.0078,2816.821765,20.603795
New Hampshire,Import,Water,million U.S. dollars (2017 constant $),2012,2.8517,3094.284728,10.262538
New Jersey,Domestic Only,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0,2688.016625,4652.242194
New Jersey,Domestic Only,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,9081.316785,49951.27373,74112.27044
New Jersey,Domestic Only,Pipeline,million U.S. dollars (2017 constant $),2012,5596.197181,9034.756941,3598.313024
New Jersey,Domestic Only,Rail,million U.S. dollars (2017 constant $),2012,828.288833,7049.174408,1797.076183
New Jersey,Domestic Only,Truck,million U.S. dollars (2017 constant $),2012,117435.3598,144385.1946,224457.2512
New Jersey,Domestic Only,Water,million U.S. dollars (2017 constant $),2012,1558.233852,324.939448,1019.908341
New Jersey,Export,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0.38209,3927.590452,12234.016
New Jersey,Export,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,37.035272,2093.345772,518.109349
New Jersey,Export,Other and unknown,million U.S. dollars (2017 constant $),2012,8.884711,99.50662,39.90166
New Jersey,Export,Pipeline,million U.S. dollars (2017 constant $),2012,72.191518,15.956641,42.827212
New Jersey,Export,Rail,million U.S. dollars (2017 constant $),2012,72.289046,1282.922118,1611.098748
New Jersey,Export,Truck,million U.S. dollars (2017 constant $),2012,6649.86286,6153.791844,9371.037834
New Jersey,Export,Water,million U.S. dollars (2017 constant $),2012,212.575207,1487.300686,5515.516905
New Jersey,Import,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0.025697,22648.18387,1142.601976
New Jersey,Import,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,876.863434,11276.5817,27680.28083
New Jersey,Import,No domestic mode,million U.S. dollars (2017 constant $),2012,4633.730991,0,0
New Jersey,Import,Other and unknown,million U.S. dollars (2017 constant $),2012,252.763132,410.592582,427.388987
New Jersey,Import,Pipeline,million U.S. dollars (2017 constant $),2012,0,132.722556,0
New Jersey,Import,Rail,million U.S. dollars (2017 constant $),2012,593.860087,5250.812307,4897.162076
New Jersey,Import,Truck,million U.S. dollars (2017 constant $),2012,46648.95617,17160.77564,43784.25251
New Jersey,Import,Water,million U.S. dollars (2017 constant $),2012,102.424726,2612.194539,2350.290493
New Mexico,Domestic Only,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0,588.495085,308.509521
New Mexico,Domestic Only,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,633.508331,11148.62315,2429.757245
New Mexico,Domestic Only,Other and unknown,million U.S. dollars (2017 constant $),2012,295.780556,0,0
New Mexico,Domestic Only,Pipeline,million U.S. dollars (2017 constant $),2012,3854.442669,3666.803826,8912.920068
New Mexico,Domestic Only,Rail,million U.S. dollars (2017 constant $),2012,415.46686,477.574163,679.63507
New Mexico,Domestic Only,Truck,million U.S. dollars (2017 constant $),2012,17352.04008,27797.58857,19226.52671
New Mexico,Export,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0.556037,9.549552,1814.070382
New Mexico,Export,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0,0.028569,70.68383
New Mexico,Export,Other and unknown,million U.S. dollars (2017 constant $),2012,12.778364,88.450045,2.976442
New Mexico,Export,Pipeline,million U.S. dollars (2017 constant $),2012,0,0,225.433724
New Mexico,Export,Rail,million U.S. dollars (2017 constant $),2012,0,0.08886,172.331892
New Mexico,Export,Truck,million U.S. dollars (2017 constant $),2012,323.906613,7629.187789,626.137812
New Mexico,Import,Air (include truck-air),million U.S. dollars (2017 constant $),2012,3.340657,724.846553,2.933002
New Mexico,Import,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0.015606,387.006952,0
New Mexico,Import,Other and unknown,million U.S. dollars (2017 constant $),2012,0.038171,15.372685,0
New Mexico,Import,Pipeline,million U.S. dollars (2017 constant $),2012,0,55.498837,0
New Mexico,Import,Rail,million U.S. dollars (2017 constant $),2012,0,303.597503,0
New Mexico,Import,Truck,million U.S. dollars (2017 constant $),2012,211.175042,515.328813,11496.98788
New York,Domestic Only,Air (include truck-air),million U.S. dollars (2017 constant $),2012,96.326634,6976.950954,5566.913464
New York,Domestic Only,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,30931.33014,81867.5955,74176.32116
New York,Domestic Only,Pipeline,million U.S. dollars (2017 constant $),2012,220.987383,7652.839789,3683.777255
New York,Domestic Only,Rail,million U.S. dollars (2017 constant $),2012,432.05153,3174.325483,1836.435674
New York,Domestic Only,Truck,million U.S. dollars (2017 constant $),2012,230928.3925,225102.4626,195491.3836
New York,Domestic Only,Water,million U.S. dollars (2017 constant $),2012,0,654.553576,1.069261
New York,Export,Air (include truck-air),million U.S. dollars (2017 constant $),2012,148.403807,59150.28672,5595.895567
New York,Export,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,631.236919,854.44939,1565.562731
New York,Export,Other and unknown,million U.S. dollars (2017 constant $),2012,487.804796,485.600838,159.501226
New York,Export,Pipeline,million U.S. dollars (2017 constant $),2012,189.197944,2991.869298,0
New York,Export,Rail,million U.S. dollars (2017 constant $),2012,2875.646655,23083.73961,679.192972
New York,Export,Truck,million U.S. dollars (2017 constant $),2012,53919.33078,51011.93751,9256.533431
New York,Export,Water,million U.S. dollars (2017 constant $),2012,8799.269247,13466.1109,1232.899635
New York,Import,Air (include truck-air),million U.S. dollars (2017 constant $),2012,263.28784,12459.56297,40213.99095
New York,Import,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,2076.998448,10725.85579,4886.479233
New York,Import,Other and unknown,million U.S. dollars (2017 constant $),2012,786.058482,358.222891,1250.098281
New York,Import,Pipeline,million U.S. dollars (2017 constant $),2012,1343.209063,0,1967.345394
New York,Import,Rail,million U.S. dollars (2017 constant $),2012,2000.10313,1417.964977,12312.76648
New York,Import,Truck,million U.S. dollars (2017 constant $),2012,49387.81197,31638.35759,32815.36051
New York,Import,Water,million U.S. dollars (2017 constant $),2012,3490.55101,2283.183013,3623.524128
North Carolina,Domestic Only,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0.000053,1515.044406,2604.078277
North Carolina,Domestic Only,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,9012.872674,38782.07759,25542.1632
North Carolina,Domestic Only,Pipeline,million U.S. dollars (2017 constant $),2012,48.581972,3009.386367,2535.671896
North Carolina,Domestic Only,Rail,million U.S. dollars (2017 constant $),2012,317.905619,10066.80038,2917.13934
North Carolina,Domestic Only,Truck,million U.S. dollars (2017 constant $),2012,143007.2354,141711.1945,211441.5931
North Carolina,Domestic Only,Water,million U.S. dollars (2017 constant $),2012,0,2076.279044,0
North Carolina,Export,Air (include truck-air),million U.S. dollars (2017 constant $),2012,364.221629,599.293915,7041.822703
North Carolina,Export,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,50.214282,319.756312,2104.736959
North Carolina,Export,Other and unknown,million U.S. dollars (2017 constant $),2012,85.338335,25.889928,96.526317
North Carolina,Export,Pipeline,million U.S. dollars (2017 constant $),2012,9.572264,0,0
North Carolina,Export,Rail,million U.S. dollars (2017 constant $),2012,220.287775,340.573512,1573.515793
North Carolina,Export,Truck,million U.S. dollars (2017 constant $),2012,2188.96489,1302.514172,18188.69208
North Carolina,Export,Water,million U.S. dollars (2017 constant $),2012,55.70636,533.647923,304.010937
North Carolina,Import,Air (include truck-air),million U.S. dollars (2017 constant $),2012,1510.264316,7481.761862,538.454307
North Carolina,Import,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,128.689627,10960.02662,647.453095
North Carolina,Import,Other and unknown,million U.S. dollars (2017 constant $),2012,48.236742,504.175328,17.452221
North Carolina,Import,Pipeline,million U.S. dollars (2017 constant $),2012,72.369261,0.025893,0
North Carolina,Import,Rail,million U.S. dollars (2017 constant $),2012,145.759501,3161.876156,323.908143
North Carolina,Import,Truck,million U.S. dollars (2017 constant $),2012,6740.759848,19528.43148,1304.350945
North Carolina,Import,Water,million U.S. dollars (2017 constant $),2012,10.460037,604.306492,27.973133
North Dakota,Domestic Only,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0,204.973251,10.522251
North Dakota,Domestic Only,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,1161.606276,7003.011872,2167.418329
North Dakota,Domestic Only,Other and unknown,million U.S. dollars (2017 constant $),2012,269.626852,0,0
North Dakota,Domestic Only,Pipeline,million U.S. dollars (2017 constant $),2012,1739.411549,2617.003123,14616.97739
North Dakota,Domestic Only,Rail,million U.S. dollars (2017 constant $),2012,521.777684,1338.510223,9594.466
North Dakota,Domestic Only,Truck,million U.S. dollars (2017 constant $),2012,26381.66662,24228.39901,11546.52748
North Dakota,Export,Air (include truck-air),million U.S. dollars (2017 constant $),2012,1.97976,156.0522,117.116857
North Dakota,Export,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0.019658,2.919183,280.172372
North Dakota,Export,Other and unknown,million U.S. dollars (2017 constant $),2012,0.054139,14.97572,0.582955
North Dakota,Export,Pipeline,million U.S. dollars (2017 constant $),2012,518.499697,55.970216,4.295507
North Dakota,Export,Rail,million U.S. dollars (2017 constant $),2012,904.846213,7721.109167,501.398337
North Dakota,Export,Truck,million U.S. dollars (2017 constant $),2012,1025.280264,23451.28914,621.612967
North Dakota,Import,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0,105.038164,0.120191
North Dakota,Import,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0,740.748896,5.97791
North Dakota,Import,Other and unknown,million U.S. dollars (2017 constant $),2012,7.063221,10.631015,406.617996
North Dakota,Import,Pipeline,million U.S. dollars (2017 constant $),2012,995.945536,0,21317.94543
North Dakota,Import,Rail,million U.S. dollars (2017 constant $),2012,527.72792,281.207465,13366.23089
North Dakota,Import,Truck,million U.S. dollars (2017 constant $),2012,1148.288485,533.238341,6953.145436
Ohio,Domestic Only,Air (include truck-air),million U.S. dollars (2017 constant $),2012,16.608813,6968.330808,2205.689125
Ohio,Domestic Only,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,13594.13341,50277.1789,57413.31312
Ohio,Domestic Only,Pipeline,million U.S. dollars (2017 constant $),2012,12786.78023,13654.03924,6730.317057
Ohio,Domestic Only,Rail,million U.S. dollars (2017 constant $),2012,1995.386621,18664.03633,13305.58135
Ohio,Domestic Only,Truck,million U.S. dollars (2017 constant $),2012,214870.1117,245847.2031,249882.8003
Ohio,Domestic Only,Water,million U.S. dollars (2017 constant $),2012,263.987018,2895.710973,124.411741
Ohio,Export,Air (include truck-air),million U.S. dollars (2017 constant $),2012,14.861182,104.802253,12539.30095
Ohio,Export,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0.008169,0.572821,4018.223088
Ohio,Export,Other and unknown,million U.S. dollars (2017 constant $),2012,56.26776,246.811212,37.050828
Ohio,Export,Pipeline,million U.S. dollars (2017 constant $),2012,0,0,1959.860091
Ohio,Export,Rail,million U.S. dollars (2017 constant $),2012,141.700286,262.738565,7336.879842
Ohio,Export,Truck,million U.S. dollars (2017 constant $),2012,13.399166,3.715914,27699.19108
Ohio,Export,Water,million U.S. dollars (2017 constant $),2012,155.198608,39.843963,91.372026
Ohio,Import,Air (include truck-air),million U.S. dollars (2017 constant $),2012,379.244145,7252.090487,444.221413
Ohio,Import,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,23.221002,16302.55365,41.788131
Ohio,Import,No domestic mode,million U.S. dollars (2017 constant $),2012,1121.194995,0,0
Ohio,Import,Other and unknown,million U.S. dollars (2017 constant $),2012,287.392407,289.732369,438.004416
Ohio,Import,Pipeline,million U.S. dollars (2017 constant $),2012,0.210949,2007.240394,0
Ohio,Import,Rail,million U.S. dollars (2017 constant $),2012,2150.414277,5526.757415,691.441449
Ohio,Import,Truck,million U.S. dollars (2017 constant $),2012,4717.133021,18544.22111,269.299098
Ohio,Import,Water,million U.S. dollars (2017 constant $),2012,2098.239188,1015.52006,213.533669
Oklahoma,Domestic Only,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0,685.592782,346.858433
Oklahoma,Domestic Only,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,2272.275727,18043.56829,6438.619404
Oklahoma,Domestic Only,Pipeline,million U.S. dollars (2017 constant $),2012,12060.69463,6686.494986,12880.4509
Oklahoma,Domestic Only,Rail,million U.S. dollars (2017 constant $),2012,423.268122,2173.58015,7668.858035
Oklahoma,Domestic Only,Truck,million U.S. dollars (2017 constant $),2012,65333.7398,79622.65302,65787.20891
Oklahoma,Domestic Only,Water,million U.S. dollars (2017 constant $),2012,0.095703,78.787681,2259.358894
Oklahoma,Export,Air (include truck-air),million U.S. dollars (2017 constant $),2012,1.827374,3.539045,1706.556927
Oklahoma,Export,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0,0,210.719049
Oklahoma,Export,Other and unknown,million U.S. dollars (2017 constant $),2012,5.276858,0,49.557715
Oklahoma,Export,Rail,million U.S. dollars (2017 constant $),2012,0,0,366.699162
Oklahoma,Export,Truck,million U.S. dollars (2017 constant $),2012,14.125423,0,4448.712775
Oklahoma,Export,Water,million U.S. dollars (2017 constant $),2012,0,0,0.458685
Oklahoma,Import,Air (include truck-air),million U.S. dollars (2017 constant $),2012,115.493982,1373.240032,16.727867
Oklahoma,Import,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0,747.289837,0
Oklahoma,Import,Other and unknown,million U.S. dollars (2017 constant $),2012,0.026143,60.275662,0.246521
Oklahoma,Import,Pipeline,million U.S. dollars (2017 constant $),2012,0,1006.296149,0
Oklahoma,Import,Rail,million U.S. dollars (2017 constant $),2012,0,2602.677109,0
Oklahoma,Import,Truck,million U.S. dollars (2017 constant $),2012,74.363424,2360.458378,0
Oklahoma,Import,Water,million U.S. dollars (2017 constant $),2012,0,0.000473,0
Oregon,Domestic Only,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0,1422.497243,780.9556
Oregon,Domestic Only,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,2612.122717,23886.15556,12602.84748
Oregon,Domestic Only,Pipeline,million U.S. dollars (2017 constant $),2012,22.973725,3741.987231,2723.788271
Oregon,Domestic Only,Rail,million U.S. dollars (2017 constant $),2012,465.769019,3198.907619,6904.651195
Oregon,Domestic Only,Truck,million U.S. dollars (2017 constant $),2012,50286.09678,61051.29161,54021.24398
Oregon,Domestic Only,Water,million U.S. dollars (2017 constant $),2012,0,248.308091,118.608489
Oregon,Export,Air (include truck-air),million U.S. dollars (2017 constant $),2012,193.067935,236.556772,4485.610607
Oregon,Export,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,12.554826,107.030379,837.626911
Oregon,Export,Other and unknown,million U.S. dollars (2017 constant $),2012,1.099887,7.446915,14.489522
Oregon,Export,Pipeline,million U.S. dollars (2017 constant $),2012,4.027575,0.371371,10.424981
Oregon,Export,Rail,million U.S. dollars (2017 constant $),2012,58.546356,481.449375,725.378227
Oregon,Export,Truck,million U.S. dollars (2017 constant $),2012,4947.224492,280.902265,6345.499909
Oregon,Export,Water,million U.S. dollars (2017 constant $),2012,43.085093,35.974717,192.067318
Oregon,Import,Air (include truck-air),million U.S. dollars (2017 constant $),2012,27.621396,3071.318145,82.870785
Oregon,Import,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,273.219246,1076.883331,3832.829087
Oregon,Import,Other and unknown,million U.S. dollars (2017 constant $),2012,80.15992,126.853452,64.498064
Oregon,Import,Pipeline,million U.S. dollars (2017 constant $),2012,7.730252,50.482864,0
Oregon,Import,Rail,million U.S. dollars (2017 constant $),2012,5.719423,1461.369947,146.1979
Oregon,Import,Truck,million U.S. dollars (2017 constant $),2012,7265.80966,2658.218658,1379.909544
Oregon,Import,Water,million U.S. dollars (2017 constant $),2012,57.187841,105.151826,18.491323
Pennsylvania,Domestic Only,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0.030197,6972.156026,1937.308485
Pennsylvania,Domestic Only,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,14351.38635,59036.17173,63291.64029
Pennsylvania,Domestic Only,Pipeline,million U.S. dollars (2017 constant $),2012,18514.81102,6053.703679,12937.32094
Pennsylvania,Domestic Only,Rail,million U.S. dollars (2017 constant $),2012,3357.399227,11891.77032,6290.504269
Pennsylvania,Domestic Only,Truck,million U.S. dollars (2017 constant $),2012,198660.6406,247196.6124,253871.825
Pennsylvania,Domestic Only,Water,million U.S. dollars (2017 constant $),2012,1674.043166,1943.623678,297.753746
Pennsylvania,Export,Air (include truck-air),million U.S. dollars (2017 constant $),2012,180.318629,6104.207653,11134.28147
Pennsylvania,Export,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,86.321742,228.857671,1659.41585
Pennsylvania,Export,Other and unknown,million U.S. dollars (2017 constant $),2012,0.118877,0.143244,38.196469
Pennsylvania,Export,Pipeline,million U.S. dollars (2017 constant $),2012,210.88426,0,183.623712
Pennsylvania,Export,Rail,million U.S. dollars (2017 constant $),2012,83.525476,1575.684975,4928.890827
Pennsylvania,Export,Truck,million U.S. dollars (2017 constant $),2012,3119.459826,2297.258546,18588.36997
Pennsylvania,Export,Water,million U.S. dollars (2017 constant $),2012,72.799816,139.684176,2656.391076
Pennsylvania,Import,Air (include truck-air),million U.S. dollars (2017 constant $),2012,410.173738,14665.70154,4616.606608
Pennsylvania,Import,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,1135.85748,7135.45204,2065.465202
Pennsylvania,Import,No domestic mode,million U.S. dollars (2017 constant $),2012,6022.212841,0,0
Pennsylvania,Import,Other and unknown,million U.S. dollars (2017 constant $),2012,286.297733,241.799588,75.721144
Pennsylvania,Import,Pipeline,million U.S. dollars (2017 constant $),2012,208.276093,1065.345641,127.765834
Pennsylvania,Import,Rail,million U.S. dollars (2017 constant $),2012,2435.057657,3818.547013,2652.406884
Pennsylvania,Import,Truck,million U.S. dollars (2017 constant $),2012,14855.85388,21978.14647,9437.185735
Pennsylvania,Import,Water,million U.S. dollars (2017 constant $),2012,1124.316925,1431.730123,489.751343
Rhode Island,Domestic Only,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0,183.367597,218.454965
Rhode Island,Domestic Only,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,611.016394,5688.228065,5730.097507
Rhode Island,Domestic Only,Pipeline,million U.S. dollars (2017 constant $),2012,0.065727,688.420259,571.201219
Rhode Island,Domestic Only,Rail,million U.S. dollars (2017 constant $),2012,0.593642,53.892135,24.476125
Rhode Island,Domestic Only,Truck,million U.S. dollars (2017 constant $),2012,10886.74727,16866.95845,21019.23199
Rhode Island,Export,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0,0.197667,789.95225
Rhode Island,Export,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,0,0,51.807554
Rhode Island,Export,Other and unknown,million U.S. dollars (2017 constant $),2012,0,0,3.242992
Rhode Island,Export,Rail,million U.S. dollars (2017 constant $),2012,0,0.962321,29.912385
Rhode Island,Export,Truck,million U.S. dollars (2017 constant $),2012,3.415926,0.10593,854.211493
Rhode Island,Export,Water,million U.S. dollars (2017 constant $),2012,297.576754,5.698944,348.583921
Rhode Island,Import,Air (include truck-air),million U.S. dollars (2017 constant $),2012,0,580.789105,5.303345
Rhode Island,Import,Multiple modes & mail,million U.S. dollars (2017 constant $),2012,47.763779,743.571079,143.539674
